project-key,project-name,repo,github_org,github_repo,gh_repo_visibility
BBSMIG,bbs-migration-demo,calotracker,ADO-migration-test,calotracker_bbs-12abcdga,private
BBSMIG,bbs-migration-demo,solid-api,,ADO-migration-test,solid-api_bbs-12abcdga,private
